entity_id;entity_name;sector;country;value
0H3XS9-E;Nexus Infrastructure Plc;ConsumerDurables;United Kingdom;
0DZPVQ-E;New Frontier Properties Ltd;ConsumerDurables;Mauritius;
000RC8-E;Nobility Homes Inc;ConsumerDurables;United States;
05JZNH-E;Noble Development Public Co Ltd;ConsumerDurables;Thailand;
000SRH-E;NVR Inc;ConsumerDurables;United States;
0CBYG3-E;New Home Co Inc;ConsumerDurables;United States;
08DQJS-E;Orelstroy PAO;ConsumerDurables;Russian Federation;
008ZHK-E;PDG Realty SA Empreendimentos e Participacoes;ConsumerDurables;Brazil;
000TBY-E;PGI Incorporated;ConsumerDurables;United States;
000V2H-E;PulteGroup Inc;ConsumerDurables;United States;
06L491-E;PIK Group PJSC;ConsumerDurables;Russian Federation;
0D74VR-E;Planigrupo LATAM SAB de CV;ConsumerDurables;Mexico;
0KJ1SP-E;PT Pollux Investasi Internasional Tbk;ConsumerDurables;Indonesia;
05YZR5-E;Pre-Built Public Co Ltd;ConsumerDurables;Thailand;
07FBPJ-E;Palestine Real Estate Investment Co;ConsumerDurables;Palestine;
063XDW-E;Prinsiri Public Co Ltd;ConsumerDurables;Thailand;
06Y8FQ-E;Prashkovsky Investments & Construction Ltd;ConsumerDurables;Israel;
05HWVT-E;Persimmon Plc;ConsumerDurables;United Kingdom;
09Z96D-E;Quoc Cuong Gia Lai JSC;ConsumerDurables;Vietnam;
0JMJP9-E;RA International Group Plc;ConsumerDurables;United Arab Emirates;
05HYZV-E;Redrow plc;ConsumerDurables;United Kingdom;
0FW3J7-E;RLH Properties SAB de CV Class A;ConsumerDurables;Mexico;
07PH85-E;Rockwell Land Corp;ConsumerDurables;Philippines;
07HQSL-E;Rotshtein Realestate Ltd;ConsumerDurables;Israel;
05JM7Z-E;Rossi Residencial SA;ConsumerDurables;Brazil;
05JD44-E;Sammakorn Public Co Ltd;ConsumerDurables;Thailand;
05TCFM-E;Sare Holdings SA de CV Class B;ConsumerDurables;Mexico;
0922DC-E;Selvaag Bolig ASA;ConsumerDurables;Norway;
080TZT-E;Sena Development Public Co Ltd;ConsumerDurables;Thailand;
0JLFS1-E;Skyline Champion Corp;ConsumerDurables;United States;
06SZW7-E;Socovesa SA;ConsumerDurables;Chile;
0BX8S4-E;Springfield Properties PLC;ConsumerDurables;United Kingdom;
07CDFS-E;ZVI Sarfati & Sons Investments & Constructions Ltd;ConsumerDurables;Israel;
05KD61-E;Stratus Capital Corporation;ConsumerDurables;United States;
009BW9-E;SRV Yhtiot Oyj;ConsumerDurables;Finland;
07R9LH-E;Song Da - Thang Long JSC;ConsumerDurables;Vietnam;
0FGT3S-E;Thanh An 96 Installation and Construction JSC;ConsumerDurables;Vietnam;
0FQRV0-E;TrustBix Inc;ConsumerDurables;Canada;
008ZWY-E;Tecnisa SA;ConsumerDurables;Brazil;
05K5GG-E;Telford Homes Plc;ConsumerDurables;United Kingdom;
07786C-E;TETRYS SA;ConsumerDurables;Belgium;
00F7B1-E;Taylor Morrison Home Corporation;ConsumerDurables;United States;
000XS9-E;Toll Brothers Inc;ConsumerDurables;United States;
0FMYYY-E;TRI Pointe Group Inc;ConsumerDurables;United States;
06XSKT-E;Trisul SA;ConsumerDurables;Brazil;
0061B4-E;Tamawood Limited;ConsumerDurables;Australia;
06Q1FT-E;Taylor Wimpey plc;ConsumerDurables;United Kingdom;
05YT3J-E;Urbi Desarrollos Urbanos SAB de CV;ConsumerDurables;Mexico;
0FJXT5-E;Vanjia Corp;ConsumerDurables;United States;
083HGM-E;Van Phat Hung Corporation;ConsumerDurables;Vietnam;
0GH9Z6-E;WilLak AB;ConsumerDurables;Sweden;
0G3PYJ-E;Watkin Jones Plc;ConsumerDurables;United Kingdom;
002R1W-E;William Lyon Homes Class A;ConsumerDurables;United States;
06135B-E;Yoma Strategic Holdings Ltd;ConsumerDurables;Singapore;
00F6W8-E;Helpful Alliance Co;ConsumerDurables;United States;
0603XT-E;SK Engineering & Construction Co Ltd;ConsumerDurables;South Korea;
0B09GC-E;Nice Projects Ltd;ConsumerDurables;India;
0JP4DQ-E;T & T Infra Pte Ltd;ConsumerDurables;India;
0JQLT6-E;Goldfield Group Limited;ConsumerDurables;Hong Kong;
0KK2LM-E;Wenzhou Chengjian Group Co Ltd;ConsumerDurables;China;
0KRX2C-E;Jianyue Construction Group Limited;ConsumerDurables;China;
0KTHJD-E;Wai Fong Holdings Ltd;ConsumerDurables;Singapore;
0KTKFP-E;Unity Enterprise Holdings Limited;ConsumerDurables;Hong Kong;
0LD42F-E;CHINA WANXIN CITY DEVELOPMENT GROUP;ConsumerDurables;China;
008TRC-E;Embry Holdings Limited;ConsumerDurables;Hong Kong;
0FTSSF-E;Jimu Group Ltd;ConsumerDurables;Hong Kong;
00B34W-E;Pacific Bepure Industry Inc;ConsumerDurables;China;
0661GF-E;Zhejiang Weixing Industrial Development Co Ltd Class A;ConsumerDurables;China;
06P11J-E;Fujian SBS Zipper Science & Technology Co Ltd Class A;ConsumerDurables;China;
0630WC-E;Liveplex Co Ltd;MediaEntertainment;South Korea;
0CMP10-E;China Environmental Technology and Bioenergy Holdings Limited;ConsumerDurables;Hong Kong;
0BC07D-E;KEE Holdings Co Ltd;ConsumerDurables;Hong Kong;
08Z5YF-E;Azearth Corporation;ConsumerDurables;Japan;
0H3PRC-E;Bestway Global Holding Inc;ConsumerDurables;China;
062DMF-E;King Chou Marine Technology Co Ltd;ConsumerDurables;Taiwan;
0B0FP7-E;Southern Latex Ltd;Chemicals;India;
072VGB-E;KDDL Limited;DiscretionaryRetail;India;
05JCYF-E;Koken Ltd;HealthcareAndEquipment;Japan;
06VVL9-E;Fuxing China Group Ltd;ConsumerDurables;China;
05MG5B-E;Delta Plus Group SA;ConsumerDurables;France;
08H4FF-E;GreenCell Incorporated;CapitalGoods;United States;
09GSSX-E;SaiGon Fishing Net JSC;ConsumerDurables;Vietnam;
0D4531-E;YETI Holdings Inc;ConsumerDurables;United States;
0G0VN3-E;Shenzhen Jame Technology Corp Ltd;TechHardware;China;
06XWT9-E;Innovation Medical Management Co Ltd Class A;HealthcareAndEquipment;China;
09GY5N-E;Guangdong CHJ Industry Co Ltd Class A;ConsumerDurables;China;
0BPFGP-E;Zhejiang Ming Jewelry Co Ltd Class A;ConsumerDurables;China;
05JMV5-E;ORIENTBIO Inc;PharmaBioTech;South Korea;
0DJJP6-E;Beijing Kingee Culture Development Co Ltd Class A;ConsumerDurables;China;
0DY7WF-E;Shenyang Cuihua Gold & Silver Jewelry Co Ltd Class A;ConsumerDurables;China;
05JHJT-E;Inscobee Inc;ConsumerDurables;South Korea;
05JD6J-E;Barunson Co Ltd;ConsumerServices;South Korea;
0640FC-E;JESTINA Co Ltd;ConsumerDurables;South Korea;
062ZTP-E;Aurora World Corporation;ConsumerDurables;South Korea;
05JCCW-E;Matrix Holdings Limited;ConsumerDurables;Hong Kong;
09PT32-E;Goodbaby International Holdings Ltd;ConsumerDurables;China;
05JF5G-E;Nan Nan Resources Enterprise Limited;MetalsAndMining;Hong Kong;
0DV2JP-E;Luxxu Group Ltd;ConsumerDurables;Hong Kong;
0DRQFB-E;Affluent Partners Holdings Ltd;ConsumerDurables;Hong Kong;
0JBLMG-E;Grown Up Group Investment Holdings Limited;ConsumerDurables;Hong Kong;
0DRW86-E;Ernest Borel Holdings Ltd;ConsumerDurables;Hong Kong;
0BTWRY-E;Samsonite International SA;ConsumerDurables;Luxembourg;
07P76T-E;Chow Tai Fook Jewellery Group Limited;ConsumerDurables;Hong Kong;
05J025-E;Fiyta Holdings Ltd Class B;ConsumerDurables;China;
05JQJN-E;Time Watch Investments Ltd;ConsumerDurables;Hong Kong;
05JFYX-E;National Electronics Holdings Limited;ConsumerDurables;Hong Kong;
05PSZ5-E;Festaria Holdings Company Limited;ConsumerDurables;Japan;
09MMBD-E;Zhengzhou Sino-Crystal Diamond Co Ltd Class A;ConsumerDurables;China;
08MM9D-E;Great Wall Group Co Ltd Guangdong Class A;ConsumerDurables;China;
0792QP-E;Idea International Co Ltd;ConsumerDurables;Japan;
0FS7Q5-E;Perfect Group International Holdings Ltd;ConsumerDurables;Hong Kong;
007Q5Q-E;Ju Teng International Holdings Limited;ConsumerDurables;Hong Kong;
07LSXG-E;Lazurde Company for Jewelry;ConsumerDurables;Saudi Arabia;
0B99J2-E;Strength Master Fitness Tech Co Ltd;ConsumerDurables;Taiwan;
0060ZY-E;Tse Sui Luen Jewellery (International) Ltd;ConsumerDurables;Hong Kong;
0DYDMY-E;Hifood Group Holdings Co Limited;ConsumerDurables;Hong Kong;
0094KF-E;Zhong Fa Zhan Holdings Limited;ConsumerDurables;Hong Kong;
0GM21B-E;Regal Holding Co Ltd;ConsumerDurables;Taiwan;
05J9BW-E;Titan Company Limited;ConsumerDurables;India;
060Q9V-E;Timex Group India Limited;ConsumerDurables;India;
06QK51-E;SJ Corporation Limited;ConsumerDurables;India;
06FNSB-E;Kanani Industries Limited;ConsumerDurables;India;
06G3DH-E;V I P Industries Limited;ConsumerDurables;India;
05JGMJ-E;Winsome Diamonds & Jewellery Ltd;ConsumerDurables;India;
0608Y9-E;Poh Kong Holdings Bhd;ConsumerDurables;Malaysia;
00CKS0-E;White Organic Agro Ltd;HouseholdPersonal;India;
05JD8H-E;Continental Holdings Limited;ConsumerDurables;Hong Kong;
0BJLKG-E;Atlas Jewellery India Limited;ConsumerDurables;India;
06HGFQ-E;Narbada Gems & Jewellery Ltd;ConsumerDurables;India;
0B0BZ5-E;Professional Diamonds Ltd;ConsumerDurables;India;
08FGDS-E;Safari Industries (India) Limited;ConsumerDurables;India;
09KHVC-E;Mini Diamonds (India) Ltd;ConsumerDurables;India;
0B0BJ0-E;Sunraj Diamond Exports Limited;ConsumerDurables;India;
0959XB-E;Golkunda Diamonds & Jewellery Ltd;ConsumerDurables;India;
09YZ7D-E;Shukra Jewellery Limited;ConsumerDurables;India;
0B1VDR-E;Neogem India Limited;ConsumerDurables;India;
06H14Y-E;Swarnsarita Gems Limited;ConsumerDurables;India;
06HKF0-E;Goldiam International Limited;ConsumerDurables;India;
07D374-E;Surana Corporation Limited;ConsumerDurables;India;
0620FK-E;Rajesh Exports Limited;ConsumerDurables;India;
09H2NR-E;Orosil Smiths India Limited;ConsumerDurables;India;
0675WP-E;Vaibhav Global Ltd;ConsumerDurables;India;
06DS6X-E;Gitanjali Gems Ltd;ConsumerDurables;India;
06K6YG-E;Hanung Toys & Textiles Ltd;ConsumerDurables;India;
06JYZB-E;Renaissance Global Limited;ConsumerDurables;India;
081QPZ-E;Thangamayil Jewellery Ltd;ConsumerDurables;India;
09M6HX-E;Goenka Diamond & Jewels Ltd;ConsumerDurables;India;
09X86G-E;SRS Limited;ConsumerDurables;India;
0CMV5D-E;Lypsa Gems & Jewellery Ltd;ConsumerDurables;India;
0B3GJY-E;Tara Jewels Ltd;ConsumerDurables;India;
0C48ZD-E;PC Jeweller Ltd;ConsumerDurables;India;
0JPKW9-E;Sky Gold Limited;ConsumerDurables;India;
060J7C-E;DeTai New Energy Group Limited;DiversifiedFinancials;Hong Kong;
05YKTV-E;Eastern Gold Jade Co Ltd Class A;ConsumerDurables;China;
062TV6-E;Xian Typical Industries Co Ltd Class A;ConsumerDurables;China;
05W4NW-E;Bright Real Estate Group Co Ltd Class A;NonReit;China;
05X0HD-E;Harbin Churin Group Jointstock Co Ltd Class A;ConsumerDurables;China;
0JHZFT-E;Giga Diamond Materials Corp;ConsumerDurables;Taiwan;
0BX3RD-E;Winox Holdings Limited;ConsumerDurables;Hong Kong;
00610Y-E;Niche Capital Emas Holdings Bhd;ConsumerDurables;Malaysia;
008DR5-E;Tomei Consolidated Bhd;ConsumerDurables;Malaysia;
05JDZ6-E;Perfectech International Holdings Limited;ConsumerDurables;Hong Kong;
05J2JH-E;Rhythm Watch Co Ltd;ConsumerDurables;Japan;
08Y8FP-E;Crossfor Co Ltd;ConsumerDurables;Japan;
06B4NG-E;Samantha Thavasa Japan Limited;ConsumerDurables;Japan;
06N9LM-E;Shoei Co Ltd (7839);ConsumerDurables;Japan;
0858QX-E;Estelle Holdings Co Ltd;ConsumerDurables;Japan;
05JQGZ-E;Kohsai CoLtd;ConsumerDurables;Japan;
05J1JQ-E;Mitsubishi Pencil Company Limited;ConsumerDurables;Japan;
05J3KX-E;Sailor Pen Co Ltd;CapitalGoods;Japan;
05JB06-E;Yu Tak International Holdings Ltd;ConsumerDurables;Hong Kong;
05J0SX-E;Seiko Holdings Corporation;ConsumerDurables;Japan;
05JCSZ-E;Nagahori Corporation;ConsumerDurables;Japan;
00C74T-E;Larry Jewelry International Co Ltd;ConsumerDurables;Hong Kong;
08H66D-E;Carpenter Tan Holdings Limited;ConsumerDurables;China;
009W5H-E;Playmates Toys Limited;ConsumerDurables;Hong Kong;
07DM2B-E;Max Zipper Co Ltd;ConsumerDurables;Taiwan;
08CKVZ-E;Lao Feng Xiang Co Ltd Class B;ConsumerDurables;China;
0060KJ-E;Beijing Properties (Holdings) Limited;NonReit;Hong Kong;
0060FK-E;Man Sang International Limited;NonReit;Hong Kong;
07D5GC-E;San Far Property Limited;NonReit;Taiwan;
07DZ0T-E;Eminent Luggage Corporation;ConsumerDurables;Taiwan;
006033-E;Aspial Corporation Limited;ConsumerDurables;Singapore;
006XP0-E;AeroGrow International Inc;ConsumerDurables;United States;
00CHM2-E;Aspen Group Inc;ConsumerServices;United States;
000LGW-E;Amexdrug Corporation;HouseholdPersonal;United States;
05HDZS-E;Societe BIC SA;ConsumerDurables;France;
06QG24-E;Travelite Holdings Ltd;ConsumerDurables;Singapore;
05J3XH-E;Bijou Brigitte modische Accessoires AG;ConsumerDurables;Germany;
05JTL2-E;Blue Diamonds Jewellery Worldwide Plc;ConsumerDurables;Sri Lanka;
002HQR-E;Banyan Corp;HealthcareAndEquipment;United States;
003J1Y-E;Compagnie Financiere Richemont SA;ConsumerDurables;Switzerland;
000D5H-E;Charles & Colvard Ltd;ConsumerDurables;United States;
002RV5-E;DAC Technologies Group International Inc;ConsumerDurables;United States;
006RZB-E;Datadot Technology Limited;TechHardware;Australia;
05JM84-E;Denizli Cam Sanayii ve Ticaret AS;ConsumerDurables;Turkey;
000HVB-E;Dyna Group International Inc;ConsumerDurables;United States;
003K5D-E;ST Dupont SA;ConsumerDurables;France;
071VT1-E;Joyas International Holdings Limited;DiversifiedFinancials;Hong Kong;
0DWBL4-E;elumeo SE;ConsumerDurables;Germany;
05K4XZ-E;FireAngel Safety Technology Group plc;TechHardware;United Kingdom;
07FHR5-E;Fitbit Inc Class A;TechHardware;United States;
0013Q2-E;Forward Industries Inc;TechHardware;United States;
000KPH-E;Fossil Group Inc;ConsumerDurables;United States;
08WSJ7-E;FOPE SpA;ConsumerDurables;Italy;
09H0NB-E;FORESIGHT AUTONOMOUS HOLDINGS LTD;TechHardware;Israel;
0HWCMK-E;Huami Corporation Sponsored ADR Class A;TechHardware;China;
0H3PR1-E;PT Hartadinata Abadi;ConsumerDurables;Indonesia;
0748HJ-E;PT Sumber Energi Andalan Tbk;CommercialProfessionalServices;Indonesia;
0C0HJS-E;INTERMA TRADE Spolka Akcyjna;ConsumerDurables;Poland;
070RPQ-E;Jade Art Group Inc;ConsumerDurables;United States;
0037XL-E;Janel Corp;Transportation;United States;
09JZR3-E;Kingold Jewelry Inc;ConsumerDurables;China;
084JWK-E;Kid Brands Inc;ConsumerDurables;United States;
0B0GB9-E;DNA Investment JSC;ConsumerDurables;Vietnam;
067CPH-E;Leatt Corporation;ConsumerDurables;South Africa;
05JRLV-E;Levinski Ofer Ltd;NonReit;Israel;
0014N4-E;Mace Security International Inc;ConsumerDurables;United States;
000PK2-E;Matthews International Corporation Class A;CommercialProfessionalServices;United States;
08BFCY-E;France Tourisme Immobilier SA;NonReit;France;
0016GS-E;Movado Group Inc;ConsumerDurables;United States;
0DLWP1-E;MSA Safety Inc;CommercialProfessionalServices;United States;
075JTR-E;Combine Will International Holdings Limited;TechHardware;China;
000SSH-E;Ocean Bio-Chem Inc;HouseholdPersonal;United States;
0C00BH-E;Opal Luxury Time Products Ltd;ConsumerDurables;India;
00BNB4-E;Paragon Ceylon PLC;CommercialProfessionalServices;Sri Lanka;
05JDRQ-E;Pranda Jewelry Public Co Ltd;ConsumerDurables;Thailand;
0FLSDF-E;PFO Global Inc;HouseholdPersonal;United States;
0B1R98-E;Pandora A/S;ConsumerDurables;Denmark;
0736Z8-E;Phu Nhuan Jewelry JSC;ConsumerDurables;Vietnam;
05VM56-E;Piquadro SpA;ConsumerDurables;Italy;
00117G-E;Quest Patent Research Corp;CommercialProfessionalServices;United States;
0828Q3-E;Radiant Gems International PLC;ConsumerDurables;Sri Lanka;
07K0B9-E;Rigas Juvelierizstradajumu Rupnica A/S;ConsumerDurables;Latvia;
05JMGG-E;Sawang Export Public Co Ltd;ConsumerDurables;Thailand;
062953-E;Serve Film Produksiyon Eglence AS;MediaEntertainment;Turkey;
0JW9TF-E;Silgo Retail Ltd;ConsumerDurables;India;
003T5J-E;Savaria Corporation;ConsumerServices;Canada;
0J8B9V-E;Sonam Clock Ltd;ConsumerDurables;India;
00B3DH-E;Therapy Cells Inc;PharmaBioTech;United States;
0BXJHQ-E;Technos SA;ConsumerDurables;Brazil;
064MHG-E;Tandy Leather Factory Inc;ConsumerDurables;United States;
09J0VW-E;Thien Long Group Corp;CommercialProfessionalServices;Vietnam;
00D404-E;Uppercut Brands Inc;ConsumerDurables;United States;
05HL2N-E;Swatch Group Ltd Bearer;ConsumerDurables;Switzerland;
085ZKL-E;Unilava Corporation;Telecommunications;United States;
0DH252-E;Valentine Beauty Inc;HouseholdPersonal;United States;
07JJ3G-E;Zalemark Holding Company Inc;ConsumerDurables;United States;
0B34M5-E;CC Jewelry Co Ltd;ConsumerDurables;China;
0JJ6B5-E;PN Gadgil & Sons Ltd;ConsumerDurables;India;
0JXLD6-E;Creative Gems & Jewellery Ltd;ConsumerDurables;India;
0KYTJ4-E;Zhou Liu Fu Jewellery Co Ltd;ConsumerDurables;China;
0L82WH-E;Goblin India Ltd;ConsumerDurables;India;
0828QX-E;Alpha Group Class A;ConsumerDurables;China;
09GR6H-E;GoldLok Holdings (Guangdong) Co Ltd Class A;ConsumerDurables;China;
05JLT9-E;Samick Musical Instruments Co Ltd;ConsumerDurables;South Korea;
08N9BX-E;Guangdong Qunxing Toys Joint-Stock Co Ltd Class A;ConsumerDurables;China;
0BYYDC-E;Shanghai Yaoji Technology Co Ltd Class A;ConsumerDurables;China;
064KM7-E;Guangzhou Pearl River Piano Group Co Ltd Class A;ConsumerDurables;China;
0GB6QT-E;Shifeng Cultural Development Co Ltd Class A;ConsumerDurables;China;
0GMR0W-E;Impulse Qingdao Health Tech Co Ltd Class A;ConsumerDurables;China;
05YPVQ-E;RGB International Bhd;ConsumerDurables;Malaysia;
05TJPY-E;Playwith Inc;ConsumerDurables;South Korea;
0640FX-E;Samchuly Bicycle Co Ltd;ConsumerDurables;South Korea;
062W5J-E;Barunson Entertainment & Arts Corp;ConsumerDurables;South Korea;
062ZTZ-E;IMAGINE ASIA CoLtd;ConsumerDurables;South Korea;
05HZ0V-E;NCsoft Corporation;ConsumerDurables;South Korea;
05K0SL-E;HANBIT SOFT Inc;ConsumerDurables;South Korea;
064TB6-E;SM Culture & Contents Co Ltd;ConsumerDurables;South Korea;
06300J-E;YD Online Corp;ConsumerDurables;South Korea;
05J5TF-E;Actoz Soft Co Ltd;ConsumerDurables;South Korea;
064C2B-E;Sonokong Co Ltd;ConsumerDurables;South Korea;
06BDNR-E;Com2us Corporation;ConsumerDurables;South Korea;
07NZPV-E;Joymax Co Ltd;ConsumerDurables;South Korea;
05JSXW-E;Dream International Limited;ConsumerDurables;Hong Kong;
09QT5N-E;CMBC Capital Holdings Limited;ConsumerDurables;Hong Kong;
05JGB1-E;Herald Holdings Limited;ConsumerDurables;Hong Kong;
0BDK90-E;11 Bit Studios SA;ConsumerDurables;Poland;
0912TN-E;GOLFZON NEWDIN HOLDINGS Co Ltd;ConsumerDurables;South Korea;
05J32W-E;Lerado Financial Group Co Ltd;ConsumerDurables;Hong Kong;
0C43B6-E;Alton Sports Co Ltd;ConsumerDurables;South Korea;
0CYFG3-E;Quali-Smart Holdings Ltd;ConsumerDurables;Hong Kong;
05JGB7-E;Falcon Power Co Ltd;ConsumerDurables;Taiwan;
05JC7J-E;Lee Chi Enterprises Co Ltd;ConsumerDurables;Taiwan;
062970-E;Sun Race Sturmey-Archer Inc;ConsumerDurables;Taiwan;
0FCN2Q-E;China Animation Characters Co Ltd;ConsumerDurables;Hong Kong;
0B1KMP-E;Chi Hua Fitness Co Ltd;ConsumerDurables;Taiwan;
063HH3-E;Dyaco International Inc;ConsumerDurables;Taiwan;
05T19B-E;Johnson Health Tech Co Ltd;ConsumerDurables;Taiwan;
05JGWK-E;Kader Holdings Co Ltd;ConsumerDurables;Hong Kong;
05J13C-E;Shenzhen China Bicycle Company (Holdings) Co Ltd Class B;ConsumerDurables;China;
0CTKN9-E;Volvik Inc;ConsumerDurables;South Korea;
0BK9CW-E;Winshine Science Co Ltd;ConsumerDurables;Hong Kong;
05J4TM-E;Hwa Fong Rubber Ind Co Ltd;ConsumerDurables;Taiwan;
0FFN29-E;GOLFZON Co Ltd;ConsumerDurables;South Korea;
008MV4-E;Green International Holdings Limited;ConsumerDurables;Hong Kong;
05ZRR3-E;BROCCOLI Co Ltd;ConsumerDurables;Japan;
09GR6G-E;Rastar Group Class A;ConsumerDurables;China;
08LHDD-E;Youngy Health Co Ltd Class A;ConsumerDurables;China;
09VGJ5-E;Ourpalm Co Ltd Class A;ConsumerDurables;China;
0CLBF3-E;Hailun Piano Co Ltd Class A;ConsumerDurables;China;
0GDCN4-E;China Dive Company Limited Class A;ConsumerDurables;China;
0GZHCB-E;Jiangsu Jinling Sports Equipment Co Ltd Class A;ConsumerDurables;China;
0603MZ-E;Chinese Gamer International Corporation;ConsumerDurables;Taiwan;
066F2P-E;International Games System Co Ltd;ConsumerDurables;Taiwan;
0060F6-E;China Healthwise Holdings Ltd;ConsumerDurables;Hong Kong;
06SK6N-E;Userjoy Technology Co Ltd;ConsumerDurables;Taiwan;
05K74K-E;Sino Golf Holdings Limited;ConsumerDurables;Hong Kong;
05Z5VP-E;Nihon Falcom Corporation;ConsumerDurables;Japan;
06HK9Q-E;CyberStep Inc;ConsumerDurables;Japan;
006185-E;Kiu Hung International Holdings Limited;ConsumerDurables;Hong Kong;
06ST21-E;Nippon Ichi Software Inc;ConsumerDurables;Japan;
05JHG2-E;South China Holdings Company Limited;ConsumerDurables;Hong Kong;
05KP3C-E;Yukes Co Ltd;ConsumerDurables;Japan;
05JGVN-E;SD Entertainment Inc;ConsumerDurables;Japan;
062978-E;U-Best Innovative Technology Co Ltd;ConsumerDurables;Taiwan;
05J2RS-E;Tose Co Ltd;ConsumerDurables;Japan;
0D42LL-E;Forgame Holdings Ltd;ConsumerDurables;China;
08XR21-E;PARPRO Corporation;ConsumerDurables;Taiwan;
07CG7S-E;Atlas Cycles Haryana Ltd;ConsumerDurables;India;
008H2G-E;Govind Rubber Limited;ConsumerDurables;India;
06VH9T-E;OK Play India Ltd;ConsumerDurables;India;
07DWVR-E;Cosco (India) Limited;ConsumerDurables;India;
06KFJV-E;7Seas Entertainment Limited;ConsumerDurables;India;
05J8MY-E;Soft-World International Corp;ConsumerDurables;Taiwan;
0FM773-E;BanBao Co Ltd Class A;ConsumerDurables;China;
0GVZLF-E;Comefly Outdoor Co Ltd Class A;ConsumerDurables;China;
05JF7L-E;Softstar Entertainment Inc;ConsumerDurables;Taiwan;
05PSZB-E;InterServ International Inc;ConsumerDurables;Taiwan;
05JSXD-E;Gamania Digital Entertainment Co Ltd;ConsumerDurables;Taiwan;
0BN6K5-E;Gamecard-Joyco Holdings Inc;ConsumerDurables;Japan;
06NVG3-E;Fujishoji Co Ltd;ConsumerDurables;Japan;
05JBYM-E;Playmates Holdings Limited;ConsumerDurables;Hong Kong;
05J36F-E;Kin Yat Holdings Limited;ConsumerDurables;Hong Kong;
05HWRT-E;Heiwa Corporation;ConsumerDurables;Japan;
05HWLJ-E;Sankyo Co Ltd;ConsumerDurables;Japan;
05J03Q-E;Mars Group Holdings Corporation;ConsumerDurables;Japan;
05HWQC-E;Universal Entertainment Corporation;ConsumerDurables;Japan;
05V2TD-E;Oizumi Corporation;ConsumerDurables;Japan;
0DFY86-E;iBASE Gaming Inc;ConsumerDurables;Taiwan;
006FXC-E;Sega Sammy Holdings Inc;ConsumerDurables;Japan;
064C32-E;Zoom Corp;ConsumerDurables;Japan;
001KPQ-E;Suncorporation;ConsumerDurables;Japan;
0GBWP3-E;Honma Golf Ltd;ConsumerDurables;Japan;
05HWRQ-E;Shimano Inc;ConsumerDurables;Japan;
05PLMM-E;Harn Len Corporation Bhd;ConsumerDurables;Malaysia;
05JD59-E;Tay Two Co Ltd;ConsumerDurables;Japan;
05JG5H-E;Nuts Inc;ConsumerDurables;Japan;
009Q2H-E;NetDragon Websoft Holdings Limited;ConsumerDurables;China;
0HKDSK-E;KOWA CO LTD;ConsumerDurables;Japan;
0BKNQB-E;Snow PeakInc;ConsumerDurables;Japan;
067XQL-E;BANDAI NAMCO Holdings Inc;ConsumerDurables;Japan;
066D3K-E;MAJESTY GOLF Co Ltd;ConsumerDurables;Japan;
00656V-E;Graphite Design Inc;ConsumerDurables;Japan;
05V2T6-E;People Co Ltd;ConsumerDurables;Japan;
05J119-E;Tomy Company Ltd;ConsumerDurables;Japan;
05J4V7-E;Yonex Co Ltd;ConsumerDurables;Japan;
05HWQ4-E;Yamaha Corporation;ConsumerDurables;Japan;
05J5W6-E;Kawai Musical Instruments Manufacturing Co Ltd;ConsumerDurables;Japan;
05HWBQ-E;Nintendo Co Ltd;ConsumerDurables;Japan;
05JG3M-E;Miroku Corporation;ConsumerDurables;Japan;
05J4ZT-E;GLOBERIDE Inc;ConsumerDurables;Japan;
05J4B4-E;Mamiya-Op CoLtd;ConsumerDurables;Japan;
05HZY5-E;Mizuno Corporation;ConsumerDurables;Japan;
065MKY-E;Thunder Tiger Corp;ConsumerDurables;Taiwan;
0B3Z2Q-E;Launch Technologies Co Ltd;ConsumerDurables;Taiwan;
09LS7T-E;HIM International Music Inc;ConsumerDurables;Taiwan;
0FYFV7-E;Bonny Worldwide Ltd;ConsumerDurables;Taiwan;
0FRW4D-E;Alexander Marine Co Ltd;ConsumerDurables;Taiwan;
05J2G2-E;O-TA Precision Industry Co Ltd;ConsumerDurables;Taiwan;
062DLL-E;Dynamic Precision Industry Corp;ConsumerDurables;Taiwan;
06TF50-E;Ideal Bike Corporation;ConsumerDurables;Taiwan;
05X5FR-E;Advanced International Multitech Co Ltd;ConsumerDurables;Taiwan;
0G8F19-E;HENGSHENG HOLDING GROUP LTD;ConsumerDurables;Hong Kong;
07F73C-E;Square Enix Holdings Co Ltd;ConsumerDurables;Japan;
05HWZ2-E;Capcom Co Ltd;ConsumerDurables;Japan;
05HWKG-E;KONAMI HOLDINGS CORP;ConsumerDurables;Japan;
05J4PF-E;Merida Industry Co Ltd;ConsumerDurables;Taiwan;
05J0D4-E;Giant Manufacturing Co Ltd;ConsumerDurables;Taiwan;
05JFC3-E;HDC YOUNGCHANG Co Ltd;ConsumerDurables;South Korea;
05J9ZB-E;Accell Group NV;ConsumerDurables;Netherlands;
06290K-E;Adel Kalemcilik Ticaret ve Sanayi AS;ConsumerDurables;Turkey;
05JHCK-E;AGF A/S Class B;ConsumerDurables;Denmark;
05J4S3-E;AFC Ajax NV;ConsumerDurables;Netherlands;
05MX44-E;Cesar SA;ConsumerDurables;France;
05PSYP-E;Cybergun SA;ConsumerDurables;France;
